trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
487,False,"{'a': 0.3, 'e': 0.7052000000000215}",20,12,-8.116994847777729,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.7048000000000215}",20,0,-27.370459371232275,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
489,False,"{'a': 0.3, 'e': 0.7044000000000216}",20,11,12.409005087404804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.3, 'e': 0.7040000000000216}",25,10,15.211439064505026,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.7036000000000217}",25,15,16.450058286062422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.3, 'e': 0.7032000000000217}",25,7,-55.14914310929447,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
493,False,"{'a': 0.3, 'e': 0.7028000000000217}",25,0,-42.40918915028736,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
494,False,"{'a': 0.3, 'e': 0.7024000000000218}",25,0,-62.459944842024825,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
495,False,"{'a': 0.3, 'e': 0.7020000000000218}",20,0,-94.6081647180161,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
496,False,"{'a': 0.3, 'e': 0.7016000000000219}",20,0,-79.34103842427476,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
497,False,"{'a': 0.3, 'e': 0.7012000000000219}",20,0,26.702722613764124,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.3, 'e': 0.700800000000022}",25,0,-79.41533735550925,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
499,False,"{'a': 0.3, 'e': 0.700400000000022}",25,8,-56.9630573667433,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
500,False,"{'a': 0.3, 'e': 0.700000000000022}",20,13,14.079258087407055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.3, 'e': 0.6996000000000221}",25,17,-9.664134073086114,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
502,False,"{'a': 0.3, 'e': 0.6992000000000221}",20,9,-21.903916417719714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
503,False,"{'a': 0.3, 'e': 0.6988000000000222}",20,0,-143.61443918630735,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
504,False,"{'a': 0.3, 'e': 0.6984000000000222}",20,11,16.94661729255174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.3, 'e': 0.6980000000000223}",30,16,20.042026556662467,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.6976000000000223}",30,0,-162.54029999930717,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
507,False,"{'a': 0.3, 'e': 0.6972000000000224}",20,9,-18.564688088410445,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
508,False,"{'a': 0.3, 'e': 0.6968000000000224}",30,6,-101.95628315875551,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 3}",1
509,False,"{'a': 0.3, 'e': 0.6964000000000224}",25,13,-28.02351658144789,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
510,False,"{'a': 0.3, 'e': 0.6960000000000225}",25,0,-22.889353919627823,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
511,False,"{'a': 0.3, 'e': 0.6956000000000225}",25,2,-90.27067112618849,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
512,False,"{'a': 0.3, 'e': 0.6952000000000226}",20,0,-82.61327886949906,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
513,False,"{'a': 0.3, 'e': 0.6948000000000226}",20,0,-49.587440121250935,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
514,False,"{'a': 0.3, 'e': 0.6944000000000227}",25,8,-1.8154085117840424,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.6940000000000227}",25,0,-90.6461665381285,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
516,False,"{'a': 0.3, 'e': 0.6936000000000228}",25,0,-71.24899170736353,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
517,False,"{'a': 0.3, 'e': 0.6932000000000228}",25,0,-226.04474197393782,"{0: 12, 1: 0, 2: 8, 3: 2, 4: 3}",0
518,False,"{'a': 0.3, 'e': 0.6928000000000228}",20,8,-2.576019984350211,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
519,False,"{'a': 0.3, 'e': 0.6924000000000229}",30,0,-79.49456038764897,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
520,False,"{'a': 0.3, 'e': 0.6920000000000229}",20,0,-7.132352957222743,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
521,False,"{'a': 0.3, 'e': 0.691600000000023}",25,0,-91.64817031084031,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
522,False,"{'a': 0.3, 'e': 0.691200000000023}",20,6,-74.4272918353228,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
523,False,"{'a': 0.3, 'e': 0.6908000000000231}",20,6,-72.56232680615726,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
524,False,"{'a': 0.3, 'e': 0.6904000000000231}",25,0,-0.6214459837601674,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
525,False,"{'a': 0.3, 'e': 0.6900000000000232}",20,0,-111.99810488598058,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
526,False,"{'a': 0.3, 'e': 0.6896000000000232}",20,1,-100.32518523502168,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
527,False,"{'a': 0.3, 'e': 0.6892000000000232}",20,0,-16.80173236252478,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
528,False,"{'a': 0.3, 'e': 0.6888000000000233}",30,13,-121.81458194454088,"{0: 7, 1: 2, 2: 6, 3: 1, 4: 1}",1
529,False,"{'a': 0.3, 'e': 0.6884000000000233}",30,12,-32.73292624762095,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
530,False,"{'a': 0.3, 'e': 0.6880000000000234}",20,4,-50.41818950305778,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
531,False,"{'a': 0.3, 'e': 0.6876000000000234}",20,0,-158.69571961273303,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
532,False,"{'a': 0.3, 'e': 0.6872000000000235}",30,0,-127.47478426011502,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
533,False,"{'a': 0.3, 'e': 0.6868000000000235}",20,0,-32.931408816421204,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
534,False,"{'a': 0.3, 'e': 0.6864000000000235}",30,15,8.242096585202866,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.3, 'e': 0.6860000000000236}",25,0,-11.809258802586367,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
536,False,"{'a': 0.3, 'e': 0.6856000000000236}",20,10,-1.5022547234651622,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.3, 'e': 0.6852000000000237}",20,0,-65.67095845137749,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
538,False,"{'a': 0.3, 'e': 0.6848000000000237}",30,0,-11.026428650493067,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
539,False,"{'a': 0.3, 'e': 0.6844000000000238}",25,0,-67.77682346584592,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
540,False,"{'a': 0.3, 'e': 0.6840000000000238}",25,0,-89.69375191552842,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
541,False,"{'a': 0.3, 'e': 0.6836000000000239}",20,8,-72.87405964288975,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
542,False,"{'a': 0.3, 'e': 0.6832000000000239}",20,13,-14.428285421313323,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
543,False,"{'a': 0.3, 'e': 0.6828000000000239}",20,3,-68.77431030488106,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
544,False,"{'a': 0.3, 'e': 0.682400000000024}",20,15,9.647251536676748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.3, 'e': 0.682000000000024}",20,10,-43.43552433120943,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
546,False,"{'a': 0.3, 'e': 0.6816000000000241}",25,0,-35.809565536853405,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
547,False,"{'a': 0.3, 'e': 0.6812000000000241}",25,0,-34.74908046734244,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
548,False,"{'a': 0.3, 'e': 0.6808000000000242}",30,11,-84.43243185103363,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 1}",1
549,False,"{'a': 0.3, 'e': 0.6804000000000242}",25,3,-87.03534137054446,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 1}",1
550,False,"{'a': 0.3, 'e': 0.6800000000000243}",20,0,-16.34546072474169,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
551,False,"{'a': 0.3, 'e': 0.6796000000000243}",20,0,-52.06808802248186,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
552,False,"{'a': 0.3, 'e': 0.6792000000000243}",20,0,-84.74048678011528,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
553,False,"{'a': 0.3, 'e': 0.6788000000000244}",25,0,-93.92047716311953,"{0: 17, 1: 3, 2: 1, 3: 4, 4: 0}",0
554,False,"{'a': 0.3, 'e': 0.6784000000000244}",30,0,-52.928520504756705,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
555,False,"{'a': 0.3, 'e': 0.6780000000000245}",30,9,4.476748931353978,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.3, 'e': 0.6776000000000245}",30,4,-81.51168569664884,"{0: 16, 1: 4, 2: 3, 3: 3, 4: 0}",1
557,False,"{'a': 0.3, 'e': 0.6772000000000246}",20,0,-53.18935879840865,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
558,False,"{'a': 0.3, 'e': 0.6768000000000246}",25,13,-9.39549986150465,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
559,False,"{'a': 0.3, 'e': 0.6764000000000246}",30,0,-61.80732273290012,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
560,False,"{'a': 0.3, 'e': 0.6760000000000247}",30,0,-60.13406651720528,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
561,False,"{'a': 0.3, 'e': 0.6756000000000247}",20,8,-39.03184429324475,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
562,False,"{'a': 0.3, 'e': 0.6752000000000248}",20,0,-29.621852178086968,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
563,False,"{'a': 0.3, 'e': 0.6748000000000248}",20,0,-61.2564551545255,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
564,False,"{'a': 0.3, 'e': 0.6744000000000249}",30,15,-40.83591085254199,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
565,False,"{'a': 0.3, 'e': 0.6740000000000249}",25,0,-81.2930676831953,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
566,False,"{'a': 0.3, 'e': 0.673600000000025}",30,8,-89.70556348472952,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
567,False,"{'a': 0.3, 'e': 0.673200000000025}",30,0,-198.55571463825189,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 5}",0
568,False,"{'a': 0.3, 'e': 0.672800000000025}",30,0,-65.25016668481035,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
569,False,"{'a': 0.3, 'e': 0.6724000000000251}",25,0,-266.56718353380666,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 5}",0
570,False,"{'a': 0.3, 'e': 0.6720000000000251}",30,14,-70.6938879378271,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
571,False,"{'a': 0.3, 'e': 0.6716000000000252}",20,0,-132.34006595986443,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
572,False,"{'a': 0.3, 'e': 0.6712000000000252}",25,0,-71.75961792107633,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
573,False,"{'a': 0.3, 'e': 0.6708000000000253}",25,3,-39.48819615040571,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
574,False,"{'a': 0.3, 'e': 0.6704000000000253}",20,0,-107.31942576601931,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
575,False,"{'a': 0.3, 'e': 0.6700000000000254}",25,0,-100.98287058467466,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
576,False,"{'a': 0.3, 'e': 0.6696000000000254}",25,3,-15.81248903276866,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
577,False,"{'a': 0.3, 'e': 0.6692000000000254}",25,15,-78.61116180677585,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
578,False,"{'a': 0.3, 'e': 0.6688000000000255}",25,0,-125.84178457853655,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
579,False,"{'a': 0.3, 'e': 0.6684000000000255}",35,18,-31.43154596741277,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
580,False,"{'a': 0.3, 'e': 0.6680000000000256}",20,0,-29.367981229994356,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
581,False,"{'a': 0.3, 'e': 0.6676000000000256}",20,0,-76.91839448362126,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
582,False,"{'a': 0.3, 'e': 0.6672000000000257}",25,7,-40.31401778659673,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
583,False,"{'a': 0.3, 'e': 0.6668000000000257}",25,13,-45.63169178993837,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
584,False,"{'a': 0.3, 'e': 0.6664000000000257}",25,0,-77.92249845797242,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
585,False,"{'a': 0.3, 'e': 0.6660000000000258}",20,11,-32.85322635843427,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
586,False,"{'a': 0.3, 'e': 0.6656000000000258}",20,0,-73.23503115549018,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
587,False,"{'a': 0.3, 'e': 0.6652000000000259}",20,0,-29.96498973595366,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
588,False,"{'a': 0.3, 'e': 0.6648000000000259}",35,14,-10.981765234530613,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
589,False,"{'a': 0.3, 'e': 0.664400000000026}",20,0,-63.69158285503232,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
590,False,"{'a': 0.3, 'e': 0.664000000000026}",25,0,-7.361670953464769,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
591,False,"{'a': 0.3, 'e': 0.6636000000000261}",25,15,-31.263159143248483,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
592,False,"{'a': 0.3, 'e': 0.6632000000000261}",25,15,-2.90169796508623,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.3, 'e': 0.6628000000000261}",20,9,-20.35077151403546,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
594,False,"{'a': 0.3, 'e': 0.6624000000000262}",30,11,-50.18704033696954,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
595,False,"{'a': 0.3, 'e': 0.6620000000000262}",20,1,-81.06486733440684,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
596,False,"{'a': 0.3, 'e': 0.6616000000000263}",25,11,-26.47037841492139,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
597,False,"{'a': 0.3, 'e': 0.6612000000000263}",20,0,-89.88430994380158,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
598,False,"{'a': 0.3, 'e': 0.6608000000000264}",25,0,-82.89566065408253,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
599,False,"{'a': 0.3, 'e': 0.6604000000000264}",30,0,-84.32052138647772,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
600,False,"{'a': 0.3, 'e': 0.6600000000000265}",25,0,-69.12361906848811,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
601,False,"{'a': 0.3, 'e': 0.6596000000000265}",20,0,-105.02819015804532,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
602,False,"{'a': 0.3, 'e': 0.6592000000000265}",25,0,-125.91410312913777,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
603,False,"{'a': 0.3, 'e': 0.6588000000000266}",25,0,-49.98206908297079,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
604,False,"{'a': 0.3, 'e': 0.6584000000000266}",20,0,-4.4010390999668525,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
605,False,"{'a': 0.3, 'e': 0.6580000000000267}",25,0,-33.16554323388667,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
606,False,"{'a': 0.3, 'e': 0.6576000000000267}",20,6,-94.31898039905072,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 1}",1
607,False,"{'a': 0.3, 'e': 0.6572000000000268}",20,8,14.577824228417061,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.3, 'e': 0.6568000000000268}",25,3,-31.593795978603687,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
609,False,"{'a': 0.3, 'e': 0.6564000000000269}",25,8,-7.100009879442122,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
610,False,"{'a': 0.3, 'e': 0.6560000000000269}",35,22,-4.366391245840563,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.3, 'e': 0.6556000000000269}",20,5,-10.527409636656415,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
612,False,"{'a': 0.3, 'e': 0.655200000000027}",30,1,-102.39682246064258,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 1}",1
613,False,"{'a': 0.3, 'e': 0.654800000000027}",25,8,-20.073115900613686,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
614,False,"{'a': 0.3, 'e': 0.6544000000000271}",20,0,-142.39827311763946,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
615,False,"{'a': 0.3, 'e': 0.6540000000000271}",20,0,-79.61000252152351,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
616,False,"{'a': 0.3, 'e': 0.6536000000000272}",20,0,-14.886361923796592,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
617,False,"{'a': 0.3, 'e': 0.6532000000000272}",25,0,-112.90225560511598,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
618,False,"{'a': 0.3, 'e': 0.6528000000000272}",30,0,-15.463488649341706,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
619,False,"{'a': 0.3, 'e': 0.6524000000000273}",20,0,-85.17486907508517,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
620,False,"{'a': 0.3, 'e': 0.6520000000000273}",25,0,-146.338932453826,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
621,False,"{'a': 0.3, 'e': 0.6516000000000274}",20,0,-123.32272048832029,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
622,False,"{'a': 0.3, 'e': 0.6512000000000274}",25,0,-42.1329730084856,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
623,False,"{'a': 0.3, 'e': 0.6508000000000275}",20,0,-67.12908294584854,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
624,False,"{'a': 0.3, 'e': 0.6504000000000275}",25,16,16.993920574938706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.3, 'e': 0.6500000000000276}",25,0,-22.641653861488567,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
626,False,"{'a': 0.3, 'e': 0.6496000000000276}",25,8,-18.37314581197888,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
627,False,"{'a': 0.3, 'e': 0.6492000000000276}",20,0,-11.2208815365272,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
628,False,"{'a': 0.3, 'e': 0.6488000000000277}",25,12,-0.19881692735463452,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.3, 'e': 0.6484000000000277}",30,0,-49.02739018745576,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
630,False,"{'a': 0.3, 'e': 0.6480000000000278}",25,9,-62.26970465209525,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
631,False,"{'a': 0.3, 'e': 0.6476000000000278}",25,0,-86.42664031663848,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
632,False,"{'a': 0.3, 'e': 0.6472000000000279}",30,0,-89.17036062196482,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
633,False,"{'a': 0.3, 'e': 0.6468000000000279}",25,0,-94.08288654159404,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
634,False,"{'a': 0.3, 'e': 0.646400000000028}",30,0,-110.59147813685318,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
635,False,"{'a': 0.3, 'e': 0.646000000000028}",25,15,-42.13309398606274,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
636,False,"{'a': 0.3, 'e': 0.645600000000028}",35,0,-84.40314008106317,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
637,False,"{'a': 0.3, 'e': 0.6452000000000281}",25,4,-36.01668170822692,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 1}",1
638,False,"{'a': 0.3, 'e': 0.6448000000000281}",30,19,-33.38641706725059,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
639,False,"{'a': 0.3, 'e': 0.6444000000000282}",35,1,-154.20337376649098,"{0: 24, 1: 1, 2: 6, 3: 0, 4: 3}",1
640,False,"{'a': 0.3, 'e': 0.6440000000000282}",20,5,0.3374382994392371,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
641,False,"{'a': 0.3, 'e': 0.6436000000000283}",25,9,-129.9483192746922,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 3}",1
642,False,"{'a': 0.3, 'e': 0.6432000000000283}",20,0,-20.135531062125903,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
643,False,"{'a': 0.3, 'e': 0.6428000000000283}",20,8,-100.25276378649558,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
644,False,"{'a': 0.3, 'e': 0.6424000000000284}",35,0,-37.69951519451898,"{0: 28, 1: 3, 2: 2, 3: 2, 4: 0}",0
645,False,"{'a': 0.3, 'e': 0.6420000000000284}",20,0,-76.61795933164277,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
646,False,"{'a': 0.3, 'e': 0.6416000000000285}",35,26,12.233702367984698,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.3, 'e': 0.6412000000000285}",20,0,-82.48413713313883,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
648,False,"{'a': 0.3, 'e': 0.6408000000000286}",20,15,10.4850380518727,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.3, 'e': 0.6404000000000286}",30,1,-105.81666879790279,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 2}",1
650,False,"{'a': 0.3, 'e': 0.6400000000000287}",25,0,-40.674040858202645,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
651,False,"{'a': 0.3, 'e': 0.6396000000000287}",25,4,-58.82826389786506,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
652,False,"{'a': 0.3, 'e': 0.6392000000000287}",35,10,-66.34811138375885,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",1
653,False,"{'a': 0.3, 'e': 0.6388000000000288}",25,0,-102.22780485975957,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
654,False,"{'a': 0.3, 'e': 0.6384000000000288}",25,15,-3.041468822230176,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.3, 'e': 0.6380000000000289}",20,0,-85.9293747626015,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
656,False,"{'a': 0.3, 'e': 0.6376000000000289}",20,5,-80.28395673030447,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 2}",1
657,False,"{'a': 0.3, 'e': 0.637200000000029}",25,0,-12.61799779918561,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
658,False,"{'a': 0.3, 'e': 0.636800000000029}",20,0,-17.594432492672322,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
659,False,"{'a': 0.3, 'e': 0.636400000000029}",25,0,-90.68322549382226,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
660,False,"{'a': 0.3, 'e': 0.6360000000000291}",30,10,-57.09638327073779,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
661,False,"{'a': 0.3, 'e': 0.6356000000000291}",30,14,-37.61230213353103,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
662,False,"{'a': 0.3, 'e': 0.6352000000000292}",25,0,-104.87319855410435,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
663,False,"{'a': 0.3, 'e': 0.6348000000000292}",20,0,-46.84666552936205,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
664,False,"{'a': 0.3, 'e': 0.6344000000000293}",20,6,-6.666600361907861,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
665,False,"{'a': 0.3, 'e': 0.6340000000000293}",30,16,7.640473373257797,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.3, 'e': 0.6336000000000294}",25,5,2.445418092916241,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
667,False,"{'a': 0.3, 'e': 0.6332000000000294}",25,0,-112.100578521523,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",1
668,False,"{'a': 0.3, 'e': 0.6328000000000295}",20,0,-92.18723590662981,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
669,False,"{'a': 0.3, 'e': 0.6324000000000295}",20,10,-48.88939666033239,"{0: 6, 1: 0, 2: 2, 3: 2, 4: 0}",1
670,False,"{'a': 0.3, 'e': 0.6320000000000295}",20,0,-43.935215507493766,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
