trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1746,False,"{'a': 0.3, 'e': 0.20160000000003553}",20,10,5.7513646774975795,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1747,False,"{'a': 0.3, 'e': 0.20120000000003552}",30,18,25.4562660520557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.3, 'e': 0.2008000000000355}",20,12,2.6400361739543907,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1749,False,"{'a': 0.3, 'e': 0.2004000000000355}",35,17,30.69392589195742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.3, 'e': 0.20000000000003548}",20,3,-9.419638987788051,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1751,False,"{'a': 0.3, 'e': 0.19960000000003547}",20,3,17.464546988966255,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1752,False,"{'a': 0.3, 'e': 0.19920000000003546}",20,10,17.998262028378015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.3, 'e': 0.19880000000003545}",20,13,11.659770846378741,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.3, 'e': 0.19840000000003544}",20,0,24.25931848792366,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1755,False,"{'a': 0.3, 'e': 0.19800000000003543}",30,13,20.881415624244617,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1756,False,"{'a': 0.3, 'e': 0.19760000000003541}",25,20,9.824199888956386,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.3, 'e': 0.1972000000000354}",20,2,23.418160741317177,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.3, 'e': 0.1968000000000354}",25,11,-15.303330674895054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1759,False,"{'a': 0.3, 'e': 0.19640000000003538}",20,8,13.941385483108123,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1760,False,"{'a': 0.3, 'e': 0.19600000000003537}",20,14,11.738547080212099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.3, 'e': 0.19560000000003536}",25,17,19.677421875346536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.3, 'e': 0.19520000000003535}",25,16,8.002850343863361,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1763,False,"{'a': 0.3, 'e': 0.19480000000003533}",30,13,-26.51628006364332,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1764,False,"{'a': 0.3, 'e': 0.19440000000003532}",25,20,10.483654099422008,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.3, 'e': 0.1940000000000353}",25,13,-35.58580728632563,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1766,False,"{'a': 0.3, 'e': 0.1936000000000353}",30,13,30.255550087489816,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.3, 'e': 0.1932000000000353}",20,8,24.23423042865226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.3, 'e': 0.19280000000003528}",30,20,11.894821687949982,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.3, 'e': 0.19240000000003527}",30,12,33.404854021170976,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.3, 'e': 0.19200000000003525}",25,11,13.227310822417667,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1771,False,"{'a': 0.3, 'e': 0.19160000000003524}",25,11,4.3232145203353936,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1772,False,"{'a': 0.3, 'e': 0.19120000000003523}",25,15,7.562822787495156,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.3, 'e': 0.19080000000003522}",25,7,-25.70184879096164,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1774,False,"{'a': 0.3, 'e': 0.1904000000000352}",20,10,21.389513526210216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.3, 'e': 0.1900000000000352}",20,12,-4.387109347780954,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1776,False,"{'a': 0.3, 'e': 0.18960000000003518}",25,0,29.67460443721292,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1777,False,"{'a': 0.3, 'e': 0.18920000000003517}",25,8,25.57766318457157,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.3, 'e': 0.18880000000003516}",25,13,11.62612807100973,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1779,False,"{'a': 0.3, 'e': 0.18840000000003515}",30,21,-8.907635228991573,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1780,False,"{'a': 0.3, 'e': 0.18800000000003514}",20,12,-17.468150286069033,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1781,False,"{'a': 0.3, 'e': 0.18760000000003513}",30,17,24.89910509792723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.3, 'e': 0.18720000000003512}",20,14,11.095961480738055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.3, 'e': 0.1868000000000351}",20,12,13.385251149348075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.3, 'e': 0.1864000000000351}",30,17,21.405280303760474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.3, 'e': 0.18600000000003508}",20,16,7.2875636263463,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.3, 'e': 0.18560000000003507}",25,13,23.40158405291804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.3, 'e': 0.18520000000003506}",25,13,19.372006076741915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.3, 'e': 0.18480000000003505}",20,5,16.298784631901977,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1789,False,"{'a': 0.3, 'e': 0.18440000000003504}",30,10,-42.42666964204341,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
1790,False,"{'a': 0.3, 'e': 0.18400000000003502}",20,11,-11.942122005031463,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1791,False,"{'a': 0.3, 'e': 0.183600000000035}",20,10,-4.292529001997175,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1792,False,"{'a': 0.3, 'e': 0.183200000000035}",30,20,-23.184478842483895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1793,False,"{'a': 0.3, 'e': 0.182800000000035}",25,15,18.281204916999773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.3, 'e': 0.18240000000003498}",30,16,2.803260041685876,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1795,False,"{'a': 0.3, 'e': 0.18200000000003497}",20,8,11.071269700987715,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1796,False,"{'a': 0.3, 'e': 0.18160000000003496}",20,14,0.14645078624351715,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1797,False,"{'a': 0.3, 'e': 0.18120000000003494}",20,8,19.504505871251798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.3, 'e': 0.18080000000003493}",25,10,-3.4296369485527185,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1799,False,"{'a': 0.3, 'e': 0.18040000000003492}",35,19,-25.693629149849123,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1800,False,"{'a': 0.3, 'e': 0.1800000000000349}",20,4,31.533146791601773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.3, 'e': 0.1796000000000349}",25,11,15.043605025699138,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1802,False,"{'a': 0.3, 'e': 0.1792000000000349}",30,16,13.933262853666122,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1803,False,"{'a': 0.3, 'e': 0.17880000000003488}",20,5,23.941221588871368,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.3, 'e': 0.17840000000003486}",20,10,-20.46785063123256,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
1805,False,"{'a': 0.3, 'e': 0.17800000000003485}",30,14,-35.55966740782586,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1806,False,"{'a': 0.3, 'e': 0.17760000000003484}",30,7,13.02592328952092,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
1807,False,"{'a': 0.3, 'e': 0.17720000000003483}",25,2,31.488323253946916,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.3, 'e': 0.17680000000003482}",25,10,-25.146756695563223,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1809,False,"{'a': 0.3, 'e': 0.1764000000000348}",30,2,34.96702594939908,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1810,False,"{'a': 0.3, 'e': 0.1760000000000348}",25,9,18.78110529818514,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1811,False,"{'a': 0.3, 'e': 0.17560000000003478}",25,11,24.783027764797236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.3, 'e': 0.17520000000003477}",20,5,-28.336620246689716,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1813,False,"{'a': 0.3, 'e': 0.17480000000003476}",20,12,-21.429543692335457,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
1814,False,"{'a': 0.3, 'e': 0.17440000000003475}",20,13,16.50292926922804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.3, 'e': 0.17400000000003474}",30,19,4.687220148355298,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.3, 'e': 0.17360000000003473}",25,11,24.459547279125257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.3, 'e': 0.17320000000003472}",30,12,19.999214000544505,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1818,False,"{'a': 0.3, 'e': 0.1728000000000347}",20,8,21.103724236930894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.3, 'e': 0.1724000000000347}",35,16,14.598956207368863,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1820,False,"{'a': 0.3, 'e': 0.17200000000003468}",20,10,5.2125614612741265,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1821,False,"{'a': 0.3, 'e': 0.17160000000003467}",20,9,23.084592296755417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.3, 'e': 0.17120000000003466}",20,13,13.016784501686168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.3, 'e': 0.17080000000003465}",20,6,18.024050372287967,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.3, 'e': 0.17040000000003463}",25,19,9.384745948795961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.3, 'e': 0.17000000000003462}",20,6,4.7200448812595095,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1826,False,"{'a': 0.3, 'e': 0.1696000000000346}",25,11,-18.489082739901672,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1827,False,"{'a': 0.3, 'e': 0.1692000000000346}",20,0,26.09775719604569,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1828,False,"{'a': 0.3, 'e': 0.1688000000000346}",30,13,20.071793622561216,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1829,False,"{'a': 0.3, 'e': 0.16840000000003458}",20,5,17.624116338427672,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.3, 'e': 0.16800000000003457}",20,0,22.1092536779749,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1831,False,"{'a': 0.3, 'e': 0.16760000000003455}",25,8,10.838925941256331,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1832,False,"{'a': 0.3, 'e': 0.16720000000003454}",25,8,7.094723753576815,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1833,False,"{'a': 0.3, 'e': 0.16680000000003453}",20,9,5.3254780517318725,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1834,False,"{'a': 0.3, 'e': 0.16640000000003452}",20,10,23.730126885829186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.3, 'e': 0.1660000000000345}",30,12,21.70703757482088,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1836,False,"{'a': 0.3, 'e': 0.1656000000000345}",30,13,-54.3286997732383,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1837,False,"{'a': 0.3, 'e': 0.16520000000003449}",30,12,-7.388241406532619,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1838,False,"{'a': 0.3, 'e': 0.16480000000003447}",20,14,10.072878648428398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.3, 'e': 0.16440000000003446}",20,0,18.521479932699584,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1840,False,"{'a': 0.3, 'e': 0.16400000000003445}",30,13,34.4105085464654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.3, 'e': 0.16360000000003444}",25,3,39.370801207046675,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.3, 'e': 0.16320000000003443}",20,7,25.26954473808678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.3, 'e': 0.16280000000003442}",35,24,21.521223396829107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.3, 'e': 0.1624000000000344}",25,18,13.030729623600113,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.3, 'e': 0.1620000000000344}",25,12,13.502727349162337,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1846,False,"{'a': 0.3, 'e': 0.16160000000003438}",20,2,6.9582050676688265,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1847,False,"{'a': 0.3, 'e': 0.16120000000003437}",25,18,-7.81556604136753,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1848,False,"{'a': 0.3, 'e': 0.16080000000003436}",30,19,10.722689555302345,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1849,False,"{'a': 0.3, 'e': 0.16040000000003435}",20,8,11.400685274956189,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1850,False,"{'a': 0.3, 'e': 0.16000000000003434}",20,16,7.145505298433825,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.3, 'e': 0.15960000000003433}",20,3,11.03380366130467,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1852,False,"{'a': 0.3, 'e': 0.15920000000003431}",20,16,7.361337703493018,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.3, 'e': 0.1588000000000343}",30,16,-18.28061940943648,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
1854,False,"{'a': 0.3, 'e': 0.1584000000000343}",20,10,16.06804431422758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.3, 'e': 0.15800000000003428}",30,11,17.048702661842462,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1856,False,"{'a': 0.3, 'e': 0.15760000000003427}",20,12,16.025598056839442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.3, 'e': 0.15720000000003426}",25,13,21.676428289503438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.3, 'e': 0.15680000000003425}",25,12,-14.536347650433413,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1859,False,"{'a': 0.3, 'e': 0.15640000000003423}",25,17,0.5791564133306486,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1860,False,"{'a': 0.3, 'e': 0.15600000000003422}",20,10,-28.034186645139005,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1861,False,"{'a': 0.3, 'e': 0.1556000000000342}",30,12,10.931185436112823,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1862,False,"{'a': 0.3, 'e': 0.1552000000000342}",20,4,30.996629074988146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.3, 'e': 0.1548000000000342}",20,5,16.49624646568482,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1864,False,"{'a': 0.3, 'e': 0.15440000000003418}",30,20,-10.92779596270304,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1865,False,"{'a': 0.3, 'e': 0.15400000000003417}",30,10,16.78183403307903,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1866,False,"{'a': 0.3, 'e': 0.15360000000003415}",25,13,-26.417590508778673,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1867,False,"{'a': 0.3, 'e': 0.15320000000003414}",25,15,-16.05164817435144,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1868,False,"{'a': 0.3, 'e': 0.15280000000003413}",30,18,23.44633920338438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.3, 'e': 0.15240000000003412}",20,8,22.16422780426103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.3, 'e': 0.1520000000000341}",30,13,-6.014260333731659,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
1871,False,"{'a': 0.3, 'e': 0.1516000000000341}",20,9,18.983393238935978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.3, 'e': 0.15120000000003408}",20,13,12.773009922834888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.3, 'e': 0.15080000000003407}",30,16,15.448453266094717,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1874,False,"{'a': 0.3, 'e': 0.15040000000003406}",20,3,29.212671140801337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.3, 'e': 0.15000000000003405}",20,0,-8.699891464080928,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1876,False,"{'a': 0.3, 'e': 0.14960000000003404}",25,7,-2.318439845255824,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1877,False,"{'a': 0.3, 'e': 0.14920000000003403}",25,15,3.0195821526919304,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1878,False,"{'a': 0.3, 'e': 0.14880000000003402}",30,10,37.1686610429305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.3, 'e': 0.148400000000034}",20,0,-8.113607376621507,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1880,False,"{'a': 0.3, 'e': 0.148000000000034}",25,5,-82.63645126174076,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
1881,False,"{'a': 0.3, 'e': 0.14760000000003398}",25,17,16.526383848604247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.3, 'e': 0.14720000000003397}",30,19,8.400647215784316,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1883,False,"{'a': 0.3, 'e': 0.14680000000003396}",20,15,7.215905058182855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.3, 'e': 0.14640000000003395}",25,0,26.308010882368965,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1885,False,"{'a': 0.3, 'e': 0.14600000000003394}",25,12,25.240600486023794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.3, 'e': 0.14560000000003392}",25,15,16.890282063908987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.3, 'e': 0.1452000000000339}",25,11,-28.301793606264425,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1888,False,"{'a': 0.3, 'e': 0.1448000000000339}",25,1,28.4938511403182,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1889,False,"{'a': 0.3, 'e': 0.1444000000000339}",20,13,10.942573276572151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.3, 'e': 0.14400000000003388}",25,14,5.950041760594072,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1891,False,"{'a': 0.3, 'e': 0.14360000000003387}",30,20,19.006861835418576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.3, 'e': 0.14320000000003386}",30,6,25.312691084482363,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1893,False,"{'a': 0.3, 'e': 0.14280000000003384}",20,8,10.371350845729463,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1894,False,"{'a': 0.3, 'e': 0.14240000000003383}",20,13,14.734821915546405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.3, 'e': 0.14200000000003382}",30,12,22.175344112802104,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1896,False,"{'a': 0.3, 'e': 0.1416000000000338}",25,3,-29.89463331004296,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1897,False,"{'a': 0.3, 'e': 0.1412000000000338}",20,10,17.093746394587093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.3, 'e': 0.1408000000000338}",20,12,-27.91069581019414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1899,False,"{'a': 0.3, 'e': 0.14040000000003378}",20,13,1.7595641709139647,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1900,False,"{'a': 0.3, 'e': 0.14000000000003376}",20,0,12.266700416686033,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1901,False,"{'a': 0.3, 'e': 0.13960000000003375}",20,14,11.594441739375263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.3, 'e': 0.13920000000003374}",30,7,-5.621184774743183,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1903,False,"{'a': 0.3, 'e': 0.13880000000003373}",30,23,14.75392848769344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.3, 'e': 0.13840000000003372}",20,7,-37.55191493270614,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1905,False,"{'a': 0.3, 'e': 0.1380000000000337}",20,5,13.845024322673737,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1906,False,"{'a': 0.3, 'e': 0.1376000000000337}",25,15,8.328538801888655,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1907,False,"{'a': 0.3, 'e': 0.13720000000003368}",20,10,6.773629566915466,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1908,False,"{'a': 0.3, 'e': 0.13680000000003367}",25,0,39.97558133326209,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1909,False,"{'a': 0.3, 'e': 0.13640000000003366}",25,10,28.617422342250215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.3, 'e': 0.13600000000003365}",25,11,25.029837849636884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.3, 'e': 0.13560000000003364}",20,11,6.173276014706526,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1912,False,"{'a': 0.3, 'e': 0.13520000000003363}",25,8,33.34533964489359,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.3, 'e': 0.13480000000003362}",25,16,17.384291335377966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.3, 'e': 0.1344000000000336}",20,2,5.521126488739247,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1915,False,"{'a': 0.3, 'e': 0.1340000000000336}",20,12,12.06597253061123,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.3, 'e': 0.13360000000003358}",20,16,5.306782923317604,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.3, 'e': 0.13320000000003357}",25,17,14.655942705274077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.3, 'e': 0.13280000000003356}",25,11,27.575645115410193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.3, 'e': 0.13240000000003355}",20,14,11.759454062266169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.3, 'e': 0.13200000000003353}",20,12,6.6994339822441855,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.3, 'e': 0.13160000000003352}",25,3,36.01772320179848,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.3, 'e': 0.1312000000000335}",35,18,29.40158696027272,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.3, 'e': 0.1308000000000335}",20,11,-27.492111249653572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1924,False,"{'a': 0.3, 'e': 0.1304000000000335}",30,18,22.700701966758512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.3, 'e': 0.13000000000003348}",20,14,11.210735048434305,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.3, 'e': 0.12960000000003347}",25,20,11.768894102291483,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.3, 'e': 0.12920000000003345}",25,13,24.168822498191098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.3, 'e': 0.12880000000003344}",20,8,12.27372861744058,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
